AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,Outdegree,NeighborhoodConnectivity,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress
0,0,0,0,0,3,3,0,16,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,2,2,0,10.5,0,0,0
7.880093403,0.260260788,0.126902049,0,19,11,1,10,8.181818182,0,0,47010769
8.422767075,0.053595428,0.118725829,0,19,2,1,1,12.5,0,0,11098256
0,0,0,0,0,1,1,0,14,0,0,0
6.908347928,2.19255276,0.144752408,0,17,16,6,10,10.4375,0,0,378205105
1,0.040693894,1,0,1,3,2,1,9.666666667,0,0,6590413
6.622533567,1.582972823,0.150999612,0,17,12,2,10,9.583333333,0,0,284608547
6.796030356,1.122860601,0.147144722,0,19,13,3,10,9.615384615,0,0,201150511
6.509865733,3.218139216,0.153612999,0,15,15,5,10,11.46666667,0,0,555579852
7.192294221,1.091736159,0.139037694,0,18,14,4,10,9.928571429,0,0,203716910
0,0,0,0,0,3,3,0,12,0,0,0
6.410040864,4.627404323,0.156005246,0,17,16,6,10,9.5625,0,0,860890328
0,0,0,0,0,1,1,0,18,0,0,0
7.439929947,0.246220119,0.134409868,0.033333333,18,6,3,3,14.16666667,0,0,48289189
0,0,0,0,0,6,6,0,18,0,0,0
8.099824869,0.342645172,0.123459459,0,18,7,2,5,10.71428571,0,0,64169316
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,8,8,0,13.25,0,0,0
6.024751897,1.179312986,0.165981939,0.015151515,17,12,2,10,48.66666667,0,0,272378895
0,0,0,0,0,3,3,0,12,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
1,0.001522262,1,0,1,2,1,1,9,0,0,258942
6.932049037,1.266861828,0.144257491,0,16,11,1,10,8.090909091,0,0,230981037
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,1,1,0,16,0,0,0
6.323525978,2.197030967,0.158139621,0.006410256,15,13,3,10,13.84615385,0,0,420907335
6.401984822,3.182181106,0.156201557,0,15,11,1,10,8.272727273,0,0,557212079
1,0.018317337,1,0.05,1,5,3,2,10.4,0,0,3226496
6.474839463,0.467540022,0.154443984,0,16,11,1,10,10.45454545,0,0,82162070
0,0,0,0,0,6,6,0,10.66666667,0,0,0
0,0,0,0,0,3,3,0,11.33333333,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
7.070402802,2.203311476,0.141434658,0,17,13,3,10,6.538461538,0,0,376690053
7.481260946,0.034154805,0.133667307,0,18,2,1,1,12,0,0,6077555
1,0.001257906,1,0,1,3,2,1,14.66666667,0,0,162711
0,0,0,0,0,4,4,0,14.5,0,0,0
1,0.083578721,1,0,1,11,1,10,9.272727273,0,0,13130204
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
5.850904845,4.158603136,0.170913735,0.002521008,16,35,3,32,10.65714286,0,0,760814662
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,7,7,0,17,0,0,0
1,0.003501444,1,0,1,3,2,1,12.66666667,0,0,704185
0,0,0,0,0,1,1,0,14,0,0,0
6.380151781,1.241883624,0.156736083,0,17,12,2,10,9.25,0,0,222049569
6.988791594,1.344976491,0.143086253,0.006410256,17,13,4,9,12,0,0,227482194
6.139754816,1.194820189,0.162872953,0.006410256,17,13,3,10,15.15384615,0,0,208054941
6.945008757,0.739385628,0.143988299,0,17,12,2,10,9.666666667,0,0,130064664
0,0,0,0,0,2,2,0,15,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,7,7,0,18.42857143,0,0,0
7.322241681,1.721206237,0.136570199,0,18,12,2,10,7.916666667,0,0,320760598
0,0,0,0,0,2,2,0,13,0,0,0
6.922241681,0.793836252,0.144461873,0,18,10,1,9,8.6,0,0,153710526
0,0,0,0,0,1,1,0,15,0,0,0
6.469118506,1.209974254,0.154580566,0,17,12,2,10,10.5,0,0,224793126
0,0,0,0,0,1,1,0,15,0,0,0
6.924109749,0.946369787,0.144422899,0,16,11,1,10,8.818181818,0,0,184952928
1,0.010506229,1,0,1,3,2,1,10.33333333,0,0,1638234
6.442265032,2.147470021,0.155224908,0,16,11,1,10,10,0,0,386610678
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,1,1,0,38,0,0,0
7.858026853,0.300532068,0.12725841,0,18,3,2,1,23.33333333,0,0,63827404
0,0,0,0,0,1,1,0,12,0,0,0
6.972562755,1.068841964,0.14341929,0,17,11,1,10,8.818181818,0,0,179642602
0,0,0,0,0,1,1,0,12,0,0,0
6.868301226,0.525187908,0.14559641,0,18,12,2,10,30.25,0,0,97251044
0,0,0,0,0,2,2,0,18,0,0,0
0,0,0,0,0,3,3,0,24,0,0,0
7.582370111,0.893637066,0.131884884,0,18,11,1,10,8,0,0,154677066
0,0,0,0,0,1,1,0,11,0,0,0
6.874138938,0.777875318,0.145472765,0,16,12,2,10,9.416666667,0,0,142999006
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
6.71255108,0.470740719,0.148974658,0,17,12,2,10,9.5,0,0,85827074
0,0,0,0,0,7,7,0,11.57142857,0,0,0
7.717454758,0.448800189,0.129576399,0.007575758,17,12,2,10,7.083333333,0,0,79024221
7.006771745,0.794806328,0.142719078,0,18,10,3,7,7.9,0,0,149371690
6.586690018,0.096359302,0.151821324,0.009090909,17,11,1,10,11.81818182,0,0,23716587
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,4,4,0,16.75,0,0,0
8.518505546,0.787173734,0.117391483,0,17,13,3,10,9.076923077,0,0,151405678
6.257910099,0.686803591,0.159797757,0,17,11,2,9,12.45454545,0,0,130295661
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,5,5,0,22.2,0,0,0
6.64635143,1.689975824,0.15045849,0,16,12,2,10,28,0,0,320510697
0,0,0,0,0,2,2,0,17,0,0,0
0,0,0,0,0,2,2,0,16.5,0,0,0
0,0,0,0,0,1,1,0,2,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,3,3,0,13.66666667,0,0,0
0,0,0,0,0,4,4,0,11.5,0,0,0
0,0,0,0,0,1,1,0,7,0,0,0
6.410274372,1.534222218,0.155999563,0,16,12,2,10,9.75,0,0,274218077
0,0,0,0,0,1,1,0,11,0,0,0
8.133333333,0.074874174,0.12295082,0,18,3,2,1,12,0,0,12503096
5.877875073,4.366702021,0.170129509,0,14,13,3,10,14.23076923,0,0,779934099
6.814827788,2.818299581,0.146738851,0.004166667,17,16,6,10,9.5625,0,0,507417836
6.743490952,3.108641235,0.148291146,0,16,13,3,10,10.69230769,0,0,622744766
0,0,0,0,0,2,2,0,11,0,0,0
6.373730298,3.08937411,0.156893994,0,16,12,2,10,10.66666667,0,0,513619186
1,0.004637772,1,0,1,2,1,1,11,0,0,685848
0,0,0,0,0,1,1,0,15,0,0,0
6.584705196,1.346109744,0.151867087,0,15,11,1,10,13.45454545,0,0,238469586
0,0,0,0,0,1,1,0,15,0,0,0
6.361704612,2.603275594,0.157190574,0,15,12,2,10,9,0,0,439982621
0,0,0,0,0,3,3,0,11.66666667,0,0,0
7.200467017,2.076992494,0.138879881,0,16,14,4,10,9.071428571,0,0,378005208
0,0,0,0,0,6,6,0,12.83333333,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0,0,3,3,0,11.33333333,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
6.755166375,1.898333481,0.148034844,0.004761905,17,15,5,10,10.73333333,0,0,331822262
6.444716871,2.521426072,0.155165854,0.009090909,18,11,2,9,13.81818182,0,0,481774428
7.675072971,0.020906945,0.130291921,0,19,2,1,1,17.5,0,0,3326614
0,0,0,0,0,5,5,0,12,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,3,3,0,10.33333333,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
1,0.072424003,1,0.017857143,1,8,3,5,10.875,0,0,12932364
6.903911267,1.667958673,0.144845431,0.006410256,18,13,3,10,14.76923077,0,0,298830140
0,0,0,0,0,3,3,0,12.66666667,0,0,0
6.003502627,1.202236682,0.166569428,0.006410256,16,13,3,10,52.84615385,0,0,270117754
6.509982487,0.640972078,0.153610244,0.009090909,16,11,1,10,11.54545455,0,0,116771792
0,0,0,0,0,1,1,0,13,0,0,0
6.971628722,1.015156541,0.143438505,0,17,13,3,10,12.61538462,0,0,174255539
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,1,1,0,18,0,0,0
6.084179802,6.769739572,0.164360692,0,17,17,7,10,11.76470588,0,0,1260522046
0,0,0,0,0,1,1,0,15,0,0,0
6.725160537,1.0907332,0.148695335,0,16,11,2,9,34.90909091,0,0,199014703
0,0,0,0,0,3,3,0,11.66666667,0,0,0
7.850087566,0.241002529,0.127387114,0,18,11,1,10,9.090909091,0,0,40865406
0,0,0,0,0,4,4,0,12,0,0,0
0,0,0,0,0,4,4,0,12.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
8.069702277,0.231416827,0.123920309,0,18,2,1,1,12.5,0,0,36285347
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,4,4,0,12,0,0,0
0,0,0,0,0,4,4,0,11.25,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
7.862113252,0.336792341,0.127192266,0,19,3,2,1,15.33333333,0,0,61198741
6.242148278,1.747815255,0.160201257,0.009090909,16,11,1,10,10.45454545,0,0,316401876
1,0.001888381,1,0,1,2,1,1,11.5,0,0,353290
1,0.0514588,1,0,1,2,1,1,9.5,0,0,8548712
0,0,0,0,0,1,1,0,11,0,0,0
1.5,0.006933451,0.666666667,0,2,3,2,1,8.666666667,0,0,872308
0,0,0,0,0,4,4,0,12.75,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,5,5,0,12.4,0,0,0
6.168242849,5.043876885,0.162120725,0.005494505,15,14,4,10,12.14285714,0,0,907808083
6.82206655,7.168654947,0.146583149,0,17,11,1,10,6,0,0,1296459394
6.408756567,1.667055527,0.156036509,0,16,11,1,10,12.90909091,0,0,325388007
0,0,0,0,0,1,1,0,6,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,3,3,0,15.33333333,0,0,0
0,0,0,0,0,1,1,0,19,0,0,0
7.316870987,0.152348625,0.136670443,0,17,2,1,1,16.5,0,0,32593943
6.598832458,0.955199405,0.151541959,0,17,12,2,10,33.83333333,0,0,193987110
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
7.181552831,2.35479627,0.139245651,0,16,14,5,9,9.642857143,0,0,411084103
7.59007589,2.148088501,0.131750988,0,17,11,1,10,7.181818182,0,0,374361811
7.053706947,0.494886854,0.141769428,0,18,10,1,9,10.6,0,0,86929528
0,0,0,0,0,4,4,0,11.25,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
7.293286632,1.398601644,0.137112395,0,18,11,1,10,5.090909091,0,0,263132222
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
1.1,0.704779261,0.909090909,0.003676471,2,17,8,9,8.823529412,0,0,121197028
0,0,0,0,0,1,1,0,9,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,5,5,0,11.8,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
7.515703444,0.901026211,0.133054744,0,17,6,1,5,10,0,0,154613350
0,0,0,0,0,1,1,0,14,0,0,0
6.83502627,1.876977635,0.146305217,0,17,9,1,8,12.33333333,0,0,376124563
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,4,4,0,15.75,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
6.728663164,3.532241545,0.148617931,0,16,13,3,10,11.76923077,0,0,642028993
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,3,3,0,12.66666667,0,0,0
7.324109749,1.000481448,0.136535365,0,19,12,2,10,8.333333333,0,0,186824723
6.04938704,4.442859921,0.165306004,0,14,11,3,8,11.81818182,0,0,822469376
6.100758903,0.646229772,0.163914034,0.027272727,17,11,1,10,66.81818182,0,0,159039806
6.248102744,1.823273893,0.160048585,0,17,11,1,10,11.63636364,0,0,379144176
0,0,0,0,0,5,5,0,10.2,0,0,0
7.325744308,0.723189731,0.136504901,0,18,12,3,9,8.083333333,0,0,134933279
6.048453006,0.477006893,0.165331532,0.009090909,16,11,1,10,58,0,0,94797779
0,0,0,0,0,4,4,0,11.75,0,0,0
1,0.001668549,1,0,1,2,1,1,11,0,0,232751
0,0,0,0,0,5,5,0,12.4,0,0,0
6.215645067,1.321928608,0.160884347,0.012820513,17,13,4,9,38.15384615,0,0,279736563
0,0,0,0,0,3,3,0,9.666666667,0,0,0
6.419964974,2.209896038,0.15576409,0,17,11,1,10,11,0,0,378770540
6.748511384,3.794070506,0.148180827,0.006410256,18,13,3,10,9.923076923,0,0,690638774
1,0.005753424,1,0,1,5,4,1,20.6,0,0,973518
0,0,0,0,0,1,1,0,15,0,0,0
7.370928196,0.141754967,0.135668124,0,17,6,1,5,7.333333333,0,0,22585402
6.9255108,0.131914165,0.144393681,0,18,10,1,9,12.9,0,0,23495544
0,0,0,0,0,1,1,0,10,0,0,0
6.581436077,2.343886925,0.151942523,0.006410256,16,13,3,10,8.923076923,0,0,415067780
0,0,0,0,0,2,2,0,11.5,0,0,0
6.003152364,10.29402904,0.166579147,0,15,11,1,10,10.72727273,0,0,1757079145
6.256742557,2.356820122,0.159827577,0.015151515,18,12,2,10,10.91666667,0,0,404826706
0,0,0,0.166666667,0,3,3,0,13.33333333,0,0,0
6.399299475,1.606786239,0.156267105,0,16,12,2,10,11.5,0,0,286454332
6.985288967,0.854044945,0.143158,0,17,12,2,10,10.5,0,0,155414742
0,0,0,0,0,1,1,0,12,0,0,0
6.010624635,1.38013593,0.16637206,0,15,11,1,10,38.72727273,0,0,249305572
0,0,0,0,0,1,1,0,30,0,0,0
6.396380619,3.548197281,0.156338414,0,16,12,2,10,10.41666667,0,0,671340794
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,1,1,0,30,0,0,0
0,0,0,0,0,2,2,0,8,0,0,0
0,0,0,0,0,1,1,0,21,0,0,0
6.766958552,3.274343768,0.147776877,0.027272727,18,11,1,10,12.72727273,0,0,571242961
0,0,0,0,0,3,3,0,12.66666667,0,0,0
6.689784005,0.940625113,0.149481657,0.007575758,15,12,3,9,14.66666667,0,0,182656256
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,3,3,0,11,0,0,0
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,2,2,0,14.5,0,0,0
9.657443082,0.869967623,0.103547077,0,20,6,2,4,8.166666667,0,0,173312707
7.127612376,1.95040075,0.140299437,0,18,11,1,10,10.18181818,0,0,390520810
0,0,0,0,0,4,4,0,12.75,0,0,0
6.2882662,2.058160803,0.159026347,0,16,11,2,9,12.90909091,0,0,416465896
0,0,0,0,0,3,3,0,10.33333333,0,0,0
6.099941623,3.210452155,0.163935995,0.005494505,16,14,4,10,14.28571429,0,0,560847031
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,3,3,0,10.33333333,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
0,0,0,0.013888889,0,9,9,0,12.77777778,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,4,4,0,13,0,0,0
0,0,0,0,0,3,3,0,12,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
7.487098657,0.049034806,0.133563086,0,17,2,1,1,15,0,0,10588127
6.273671921,1.20722588,0.159396285,0.007575758,17,12,2,10,11.33333333,0,0,197840860
6.579217747,1.84403331,0.151993753,0,16,16,6,10,9.75,0,0,334072882
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,8.5,0,0,0
0,0,0,0,0,3,3,0,12,0,0,0
6.420548745,1.346990567,0.155749927,0,17,11,2,9,46.27272727,0,0,266839784
6.047869235,2.249499535,0.16534749,0.018181818,17,11,2,9,11.81818182,0,0,385390028
6.066666667,0.748171208,0.164835165,0.038461538,16,13,3,10,56.15384615,0,0,154990681
0,0,0,0,0,1,1,0,12,0,0,0
6.858377116,2.163034502,0.145807089,0,17,13,3,10,7.769230769,0,0,360278814
6.640630473,0.765257985,0.150588111,0,16,10,1,9,10.6,0,0,128424854
6.65545826,1.651565073,0.150252614,0,17,11,1,10,10.27272727,0,0,289352146
6.113718622,2.522621239,0.163566572,0,17,14,4,10,12.57142857,0,0,459875584
0,0,0,0,0,2,2,0,7.5,0,0,0
6.311150029,1.787176044,0.158449727,0,16,12,2,10,16.83333333,0,0,333291402
6.94290718,1.470935651,0.144031884,0,16,12,2,10,10,0,0,264088577
0,0,0,0,0,1,1,0,13,0,0,0
6.923058961,0.411947703,0.144444819,0,17,11,1,10,10.63636364,0,0,70562707
6.199065966,0.469396909,0.161314625,0,16,11,1,10,56.27272727,0,0,89396288
0,0,0,0,0,2,2,0,13.5,0,0,0
1,0.037416925,1,0,1,6,1,5,8.166666667,0,0,5855189
0,0,0,0,0,3,3,0,11,0,0,0
0,0,0,0,0,4,4,0,14,0,0,0
6.977583187,0.540127059,0.143316099,0,18,13,3,10,10.07692308,0,0,86239863
0,0,0,0,0,4,4,0,12.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,6,6,0,11.33333333,0,0,0
5.354232341,4.558490812,0.186768137,9.40E-04,16,57,3,54,12.05263158,0,0,795649522
0,0,0,0,0,2,2,0,14.5,0,0,0
0,0,0,0,0,4,4,0,12.25,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
6.382019848,0.699811551,0.156690205,0,17,11,1,10,10.36363636,0,0,128855891
0,0,0,0,0,2,2,0,10.5,0,0,0
6.425218914,0.406538716,0.15563672,0,17,10,1,9,10,0,0,71779479
0,0,0,0,0,4,4,0,11.25,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
7.222533567,0.6354225,0.13845557,0,18,11,1,10,8.909090909,0,0,110795166
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,4,4,0,23.5,0,0,0
0,0,0,0,0,4,4,0,11.75,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.860245184,2.018868772,0.145767385,0,16,11,2,9,13,0,0,339826453
0,0,0,0,0,1,1,0,3,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,6,6,0,12,0,0,0
6.147227087,0.895133594,0.162674973,0.006410256,17,13,3,10,49,0,0,184704738
0,0,0,0,0,3,3,0,14,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
7.519322825,2.212615808,0.132990699,0.005494505,16,14,4,10,9.142857143,0,0,402228922
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.554582604,1.728157161,0.152565016,0,17,11,1,10,9.818181818,0,0,344573698
0,0,0,0,0,2,2,0,12,0,0,0
6.699124343,2.114106398,0.149273241,0,17,13,3,10,10.15384615,0,0,414272191
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
6.279042615,0.961197204,0.159259948,0,17,13,3,10,45.84615385,0,0,185679275
6.081844717,1.073944561,0.164423797,0,16,12,2,10,44.66666667,0,0,200423740
0,0,0,0,0,3,3,0,13.66666667,0,0,0
7.685464098,0.058267288,0.13011576,0,19,2,1,1,14.5,0,0,9548616
0,0,0,0,0,3,3,0,16.33333333,0,0,0
1.2,0.049692219,0.833333333,0,2,5,1,4,7.2,0,0,8371164
6.094103911,1.637588577,0.164093034,0.032051282,16,13,3,10,55.30769231,0,0,336643915
0,0,0,0,0,2,2,0,15,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,16,0,0,0
6.755516637,2.708353521,0.148027169,0,16,15,5,10,14.93333333,0,0,519260067
0,0,0,0,0,1,1,0,11,0,0,0
2.4,0.193407569,0.416666667,0,3,2,1,1,6.5,0,0,34391954
6.654640981,0.61665687,0.150271067,0,17,12,2,10,10.66666667,0,0,109924196
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
6.677875073,0.733624099,0.149748234,0.053030303,17,12,2,10,34.58333333,0,0,164491551
6.373380035,2.364295825,0.156902616,0.012820513,17,13,3,10,27.07692308,0,0,481339320
0,0,0,0,0,6,6,0,12.66666667,0,0,0
6.924810274,1.425003725,0.144408289,0,17,11,1,10,11.90909091,0,0,250340945
6.647402218,1.843489213,0.150434706,0,18,12,2,10,10.41666667,0,0,343430182
0,0,0,0,0,4,4,0,12.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,4,4,0,11.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,4,4,0,12.75,0,0,0
7.053356684,2.155167256,0.141776468,0,19,11,1,10,9.545454545,0,0,399290195
8.681494454,0.047319272,0.115187541,0,19,2,1,1,17.5,0,0,9000103
0,0,0,0,0,3,3,0,12,0,0,0
7.076123759,0.490425923,0.14132031,0,18,11,1,10,10.45454545,0,0,80957204
6.634325744,0.749448604,0.150731218,0,17,6,1,5,13,0,0,124677214
6.061646235,1.114351906,0.164971686,0,16,13,3,10,49.53846154,0,0,218794455
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
7.09959136,0.641695596,0.140853177,0,17,2,1,1,13.5,0,0,121536640
0,0,0,0,0,3,3,0,12.66666667,0,0,0
0,0,0,0,0,5,5,0,12.4,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
6.367192061,2.558033691,0.157055102,0,17,11,1,10,10.81818182,0,0,458026077
1,0.192327985,1,0,1,2,1,1,6.5,0,0,32509422
0,0,0,0,0,3,3,0,11.66666667,0,0,0
1,0.005436075,1,0,1,3,2,1,7.666666667,0,0,813638
0,0,0,0,0,1,1,0,6,0,0,0
6.257326328,1.517763581,0.159812666,0.009090909,17,11,1,10,10.90909091,0,0,249949591
0,0,0,0,0,1,1,0,6,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
7.155049621,0.578737519,0.139761435,0,17,6,1,5,9.5,0,0,101522477
0,0,0,0,0,1,1,0,11,0,0,0
6.338704028,1.047432939,0.157760955,0.009090909,16,11,1,10,11.18181818,0,0,194722280
0,0,0,0,0,2,2,0,15,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.498540572,0.872499103,0.153880704,0,16,11,1,10,15.90909091,0,0,150161644
0,0,0,0,0,1,1,0,16,0,0,0
0,0,0,0,0,3,3,0,13.33333333,0,0,0
0,0,0,0,0,6,6,0,13,0,0,0
6.517221249,0.855343646,0.153439627,0,17,11,1,10,10,0,0,150601159
7.174197315,0.152836091,0.139388416,0,17,3,2,1,13.33333333,0,0,36285210
6.523292469,0.742259626,0.153296821,0,15,12,2,10,15.25,0,0,137877737
0,0,0,0,0,3,3,0,11.33333333,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,1,1,0,19,0,0,0
7.222183304,0.359304166,0.138462285,0,17,2,1,1,17,0,0,62834972
0,0,0,0,0,1,1,0,19,0,0,0
8.795680093,0.253508775,0.113692175,0,20,13,3,10,9.461538462,0,0,38324356
0,0,0,0,0,1,1,0,19,0,0,0
7.287915937,2.624149496,0.137213438,0,16,15,6,9,10.73333333,0,0,471491538
0,0,0,0,0,3,3,0,11,0,0,0
9.091418564,0.129107832,0.109993836,0,20,11,2,9,7.181818182,0,0,19001926
7.547694104,0.440762774,0.132490796,0,17,6,1,5,7.333333333,0,0,78676222
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,5,5,0,11.8,0,0,0
6.938704028,1.467179907,0.144119132,0,17,14,4,10,9.571428571,0,0,233565647
7.150846468,0.906321858,0.139843584,0,18,3,2,1,11,0,0,158502952
1,0.009460036,1,0,1,3,2,1,13.33333333,0,0,1807118
0,0,0,0,0,4,4,0,9.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
7.194629305,1.223845628,0.138992568,0,18,7,2,5,11.85714286,0,0,203381342
0,0,0,0,0,5,5,0,11.8,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,2,2,0,15,0,0,0
7.500525394,2.029178633,0.133323994,0.006410256,18,13,3,10,9.153846154,0,0,356320164
0,0,0,0,0,2,2,0,13,0,0,0
6.870402802,5.634230875,0.145551874,0,18,11,1,10,9.454545455,0,0,1084008986
